0,0,0,0,1,2,1,2,2,1,1,0,0,0,0
1,0,1,2,2,2,2,2,2,1,1,1,0,1,1
0,0,1,2,2,2,2,2,1,1,0,1,1,1,2
1,0,1,2,2,2,2,2,1,1,0,1,1,1,2
0,0,0,2,2,2,2,2,1,1,0,1,2,1,2
1,0,1,2,1,2,2,2,1,1,0,1,2,1,2
0,0,0,0,1,2,2,1,2,1,1,0,0,0,0
<<<<<<< Updated upstream:data/2020/Setups/xxx.csv
=======
0,1,0,0,0,0,0,1,0,2,0,1,2,2,2
>>>>>>> Stashed changes:data/2020/setups/xxx.csv
